x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.51865740,-0.17653990,0.26008227,0.99999950,0.00001704,0.00003177,0.00099764,209.02248113,0.04633686,-0.01245228,0.04633686,205.81685645,-2.05437177,-0.01245228,-2.05437177,205.84839880,38.37366257,1.24482485,9.30272094,1.24482485,9.69004863,6.53181147,9.30272094,6.53181147,12.48847023
0.51858475,-0.17630321,0.26008450,0.99999946,0.00001778,0.00003240,0.00103510,209.23795597,0.04677639,-0.01193458,0.04677639,205.92902725,-2.10787078,-0.01193458,-2.10787078,205.99189301,38.24671881,1.23191261,9.29377115,1.23191261,9.91680004,6.71428315,9.29377115,6.71428315,12.66185867
0.51851031,-0.17605678,0.26008671,0.99999942,0.00001854,0.00003298,0.00107285,209.45367941,0.04715616,-0.01138716,0.04715616,206.03975185,-2.16174864,-0.01138716,-2.16174864,206.13569892,38.11909137,1.21902785,9.28453472,1.21902785,10.14725428,6.90002011,9.28453472,6.90002011,12.83838426
0.51843409,-0.17580050,0.26008888,0.99999938,0.00001931,0.00003353,0.00111089,209.66965069,0.04747409,-0.01081062,0.04747409,206.14900274,-2.21601339,-0.01081062,-2.21601339,206.27981455,37.99079630,1.20617505,9.27500579,1.20617505,10.38140407,7.08901085,9.27500579,7.08901085,13.01802862
0.51835612,-0.17553426,0.26009102,0.99999934,0.00002010,0.00003404,0.00114918,209.88586901,0.04772813,-0.01020558,0.04772813,206.25675250,-2.27067302,-0.01020558,-2.27067302,206.42423796,37.86185003,1.19335876,9.26517847,1.19335876,10.61923919,7.28124076,9.26517847,7.28124076,13.20076995
0.51827644,-0.17525794,0.26009312,0.99999929,0.00002090,0.00003451,0.00118772,210.10233358,0.04791623,-0.00957265,0.04791623,206.36297379,-2.32573543,-0.00957265,-2.32573543,206.56896724,37.73226925,1.18058358,9.25504683,1.18058358,10.86074641,7.47669205,9.25504683,7.47669205,13.38658297
0.51819507,-0.17497144,0.26009519,0.99999925,0.00002172,0.00003493,0.00122649,210.31904360,0.04803642,-0.00891247,0.04803642,206.46763937,-2.38120845,-0.00891247,-2.38120845,206.71400054,37.60207101,1.16785414,9.24460491,1.16785414,11.10590939,7.67534364,9.24460491,7.67534364,13.57543885
0.51811205,-0.17467466,0.26009722,0.99999920,0.00002255,0.00003532,0.00126546,210.53599824,0.04808671,-0.00822566,0.04808671,206.57072216,-2.43709983,-0.00822566,-2.43709983,206.85933603,37.47127263,1.15517516,9.23384671,1.15517516,11.35470863,7.87717116,9.23384671,7.87717116,13.76730512
0.51802740,-0.17436753,0.26009922,0.99999915,0.00002339,0.00003565,0.00130463,210.75319668,0.04806520,-0.00751285,0.04806520,206.67219524,-2.49341722,-0.00751285,-2.49341722,207.00497197,37.33989170,1.14255138,9.22276621,1.14255138,11.60712143,8.08214682,9.22276621,8.08214682,13.96214563
0.51794115,-0.17404994,0.26010118,0.99999910,0.00002425,0.00003595,0.00134398,210.97063807,0.04796998,-0.00677469,0.04796998,206.77203185,-2.55016817,-0.00677469,-2.55016817,207.15090665,37.20794611,1.12998760,9.21135736,1.12998760,11.86312178,8.29023935,9.21135736,8.29023935,14.15992044
0.51785334,-0.17372183,0.26010309,0.99999904,0.00002512,0.00003619,0.00138349,211.18832158,0.04779924,-0.00601179,0.04779924,206.87020545,-2.60736012,-0.00601179,-2.60736012,207.29713844,37.07545398,1.11748866,9.19961408,1.11748866,12.12268035,8.50141397,9.19961408,8.50141397,14.36058581
0.51776398,-0.17338311,0.26010497,0.99999899,0.00002601,0.00003639,0.00142315,211.40624636,0.04755119,-0.00522480,0.04755119,206.96668974,-2.66500039,-0.00522480,-2.66500039,207.44366578,36.94243370,1.10505945,9.18753028,1.10505945,12.38576440,8.71563232,9.18753028,8.71563232,14.56409413
0.51767311,-0.17303372,0.26010680,0.99999893,0.00002691,0.00003653,0.00146294,211.62441155,0.04722410,-0.00441435,0.04722410,207.06145865,-2.72309617,-0.00441435,-2.72309617,207.59048716,36.80890387,1.09270489,9.17509983,1.09270489,12.65233774,8.93285238,9.17509983,8.93285238,14.77039381
0.51758075,-0.17267360,0.26010859,0.99999887,0.00002783,0.00003663,0.00150285,211.84281630,0.04681630,-0.00358106,0.04681630,207.15448642,-2.78165449,-0.00358106,-2.78165449,207.73760117,36.67488331,1.08042993,9.16231661,1.08042993,12.92236070,9.15302846,9.16231661,9.15302846,14.97942934
0.51748692,-0.17230268,0.26011033,0.99999881,0.00002876,0.00003667,0.00154286,212.06145974,0.04632619,-0.00272556,0.04632619,207.24574758,-2.84068227,-0.00272556,-2.84068227,207.88500647,36.54039106,1.06823956,9.14917444,1.06823956,13.19579006,9.37611112,9.14917444,9.37611112,15.19114113
0.51739165,-0.17192092,0.26011203,0.99999875,0.00002970,0.00003666,0.00158295,212.28034102,0.04575223,-0.00184846,0.04575223,207.33521696,-2.90018625,-0.00184846,-2.90018625,208.03270181,36.40544633,1.05613881,9.13566717,1.05613881,13.47257903,9.60204713,9.13566717,9.60204713,15.40546558
