x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.39618665,0.47955396,0.30155638,0.99997593,0.00603488,-0.00288412,0.00184219,165.98644049,-127.54083843,-9.33771289,-127.54083843,155.12900706,-69.07863415,-9.33771289,-69.07863415,120.92462515,32.97332119,-1.46704796,1.31763840,-1.46704796,8.96323821,-3.97577532,1.31763840,-3.97577532,1.87788926
0.39383115,0.48224633,0.30152583,0.99997582,0.00602757,-0.00288807,0.00191983,166.06744768,-127.79552510,-9.34649721,-127.79552510,155.17818930,-69.22995902,-9.34649721,-69.22995902,120.91331400,32.43296523,-0.67486167,0.87082225,-0.67486167,8.70012874,-3.59127164,0.87082225,-3.59127164,1.55335626
0.39148625,0.48488133,0.30148961,0.99997570,0.00602171,-0.00289005,0.00199593,166.16201905,-128.05074412,-9.35940924,-128.05074412,155.21748692,-69.39015089,-9.35940924,-69.39015089,120.89970529,31.80925470,0.12344092,0.42057208,0.12344092,8.44548686,-3.22795596,0.42057208,-3.22795596,1.31279321
0.38915644,0.48745566,0.30144781,0.99997558,0.00601722,-0.00289000,0.00207032,166.26924201,-128.30584624,-9.37638471,-128.30584624,155.24647753,-69.55964085,-9.37638471,-69.55964085,120.88247510,31.10924693,0.92089641,-0.03071991,0.92089641,8.20582104,-2.89126892,-0.03071991,-2.89126892,1.15671965
0.38684575,0.48996612,0.30140076,0.99997545,0.00601403,-0.00288793,0.00214285,166.38819685,-128.56018875,-9.39730965,-128.56018875,155.26487149,-69.73880184,-9.39730965,-69.73880184,120.86027247,30.34022167,1.71060477,-0.48069340,1.71060477,7.98707844,-2.58628098,-0.48069340,-2.58628098,1.08451468
0.38455782,0.49240970,0.30134895,0.99997532,0.00601204,-0.00288383,0.00221335,166.51796409,-128.81314569,-9.42202783,-128.81314569,155.27253240,-69.92793204,-9.42202783,-69.92793204,120.83175325,29.50955603,2.48583578,-0.92704633,2.48583578,7.79450229,-2.31760464,-0.92704633,-2.31760464,1.09434442
0.38229584,0.49478362,0.30129302,0.99997519,0.00601115,-0.00287770,0.00228169,166.65763188,-129.06411790,-9.45034896,-129.06411790,155.26949508,-70.12723791,-9.45034896,-70.12723791,120.79561497,28.62460663,3.24012888,-1.36755866,3.24012888,7.63251400,-2.08931872,-1.36755866,-2.08931872,1.18313020
0.38006262,0.49708543,0.30123374,0.99997506,0.00601122,-0.00286956,0.00234774,166.80630333,-129.31254255,-9.48205756,-129.31254255,155.25598049,-70.33681744,-9.48205756,-70.33681744,120.75063098,27.69260176,3.96738359,-1.80011272,3.96738359,7.50462402,-1.90490740,-1.80011272,-1.90490740,1.34656222
0.37786056,0.49931308,0.30117196,0.99997493,0.00601215,-0.00285943,0.00241135,166.96310346,-129.55790177,-9.51692227,-129.55790177,155.23240675,-70.55664432,-9.51692227,-70.55664432,120.69568280,26.72054624,4.66193763,-2.22270873,4.66193763,7.41337460,-1.76721611,-2.22270873,-1.76721611,1.57916123
0.37569174,0.50146495,0.30110852,0.99997481,0.00601379,-0.00284735,0.00247244,167.12718558,-129.79973020,-9.55470534,-129.79973020,155.19939561,-70.78655355,-9.55470534,-70.78655355,120.62978917,25.71514106,5.31863106,-2.63347511,5.31863106,7.36031557,-1.67842524,-2.63347511,-1.67842524,1.87438844
0.37355786,0.50353990,0.30104429,0.99997469,0.00601601,-0.00283337,0.00253089,167.29773672,-130.03762119,-9.59517215,-130.03762119,155.15777392,-71.02622927,-9.59517215,-71.02622927,120.55213075,24.68271966,5.93285498,-3.03067277,5.93285498,7.34601316,-1.64004209,-3.03067277,-1.64004209,2.22480156
0.37146035,0.50553727,0.30098005,0.99997457,0.00601867,-0.00281755,0.00258661,167.47398220,-130.27123151,-9.63810054,-130.27123151,155.10856917,-71.27519574,-9.63810054,-71.27519574,120.46206905,23.62920179,6.50058434,-3.41269327,6.50058434,7.37008999,-1.65291000,-3.41269327,-1.65291000,2.62225216
0.36940037,0.50745692,0.30091652,0.99997447,0.00602161,-0.00279995,0.00263954,167.65518873,-130.50028514,-9.68329030,-130.50028514,155.05299613,-71.53281497,-9.68329030,-71.53281497,120.35915632,22.56006555,7.01839533,-3.77805099,7.01839533,7.43129303,-1.71723327,-3.77805099,-1.71723327,3.05811805
0.36737888,0.50929919,0.30085428,0.99997437,0.00602470,-0.00278064,0.00268959,167.84066350,-130.72458780,-9.73058372,-130.72458780,154.99238306,-71.79833932,-9.73058372,-71.79833932,120.24309093,21.48033735,7.48346822,-4.12536974,7.48346822,7.52758517,-1.83261526,-4.12536974,-1.83261526,3.52356217
0.36539667,0.51106488,0.30079382,0.99997428,0.00602777,-0.00275971,0.00273673,168.03362219,-130.92695120,-9.76374361,-130.92695120,155.00354566,-71.99969483,-9.76374361,-71.99969483,120.18099183,20.39459890,7.89357734,-4.45336444,7.89357734,7.65625518,-1.99810690,-4.45336444,-1.99810690,4.00980892
0.36345444,0.51275525,0.30073548,0.99997420,0.00603069,-0.00273725,0.00278090,168.26122268,-130.97829043,-9.65758205,-130.97829043,155.68739899,-71.55483167,-9.65758205,-71.55483167,120.73609390,19.30700979,8.24707036,-4.76081893,8.24707036,7.81404052,-2.21226241,-4.76081893,-2.21226241,4.50842765
0.36155287,0.51437203,0.30067947,0.99997414,0.00603330,-0.00271334,0.00282207,168.45586339,-131.18748245,-9.71029931,-131.18748245,155.62260952,-71.83648219,-9.71029931,-71.83648219,120.58213237,18.22134364,8.54283922,-5.04656116,8.54283922,7.99725695,-2.47319895,-5.04656116,-2.47319895,5.01161353
0.35969266,0.51591732,0.30062587,0.99997408,0.00603546,-0.00268810,0.00286024,168.65244340,-131.39175434,-9.76488148,-131.39175434,155.55943962,-72.12143117,-9.76488148,-72.12143117,120.41572821,17.14103539,8.78028515,-5.30943695,8.78028515,8.20192976,-2.77865713,-5.30943695,-2.77865713,5.51245570
0.35787454,0.51739362,0.30057466,0.99997404,0.00603702,-0.00266162,0.00289538,168.87321467,-131.46680375,-9.68655893,-131.46680375,156.18025264,-71.67059573,-9.68655893,-71.67059573,121.03686353,16.06923693,8.95928030,-5.54828385,8.95928030,8.42392133,-3.12605982,-5.54828385,-3.12605982,6.00518402
