x,y,z,dx,dy,dz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.53123900,0.03326742,0.30449665,-0.22258773,0.27737052,0.01935712,289.59981958,-31.27011721,5.54119994,-31.27011721,250.52961258,-1.51388243,5.54119994,-1.51388243,209.62674127,0.05019946,-0.06120148,0.06759680,-0.06120148,22.29836750,-17.70303579,0.06759680,-17.70303579,25.79173347
0.52900123,0.03608844,0.30468598,-0.22455034,0.28687489,0.01845169,288.36742744,-33.05533869,5.95300302,-33.05533869,248.27357381,-1.72071832,5.95300302,-1.72071832,206.83040583,0.05019156,-0.06143933,0.06633158,-0.06143933,23.07879511,-18.11862913,0.06633158,-18.11862913,26.14550506
0.52674799,0.03900492,0.30486569,-0.22578278,0.29653314,0.01743198,287.07974173,-34.87887770,6.36811971,-34.87887770,245.98156953,-1.94591374,6.36811971,-1.94591374,204.07372776,0.05037815,-0.08817142,0.09308632,-0.08817142,23.74925808,-18.45988122,0.09308632,-18.45988122,26.40824441
0.52448558,0.04201910,0.30503462,-0.22647995,0.30648260,0.01629310,285.73890501,-36.73860409,6.78423049,-36.73860409,243.65526726,-2.18992089,6.78423049,-2.18992089,201.36112297,0.05095539,-0.14276072,0.14741614,-0.14276072,24.30677384,-18.72668818,0.14741614,-18.72668818,26.58096565
0.52221840,0.04513457,0.30519155,-0.22681662,0.31684864,0.01503333,284.34718228,-38.63236476,7.19896725,-38.63236476,241.29632823,-2.45311148,7.19896725,-2.45311148,198.69685864,0.05231883,-0.22597404,0.22823987,-0.22597404,24.75061800,-18.92019218,0.22823987,-18.92019218,26.66628431
0.51994924,0.04835608,0.30533528,-0.22694103,0.32773433,0.01365539,282.90693201,-40.55799781,7.60993644,-40.55799781,238.90639844,-2.73577544,7.60993644,-2.73577544,196.08500644,0.05504913,-0.33797344,0.33385545,-0.33797344,25.08228442,-19.04273824,0.33385545,-19.04273824,26.66835109
0.51767958,0.05168926,0.30546466,-0.22697135,0.33921064,0.01216713,281.42057878,-42.51334453,8.01474151,-42.51334453,236.48710378,-3.03812058,8.01474151,-3.03812058,193.52939811,0.05988998,-0.47832024,0.46197074,-0.47832024,25.30539413,-19.09780263,0.46197074,-19.09780263,26.59274679
0.51540982,0.05514029,0.30557863,-0.22699478,0.35130800,0.01058181,279.89058796,-44.49625941,8.41100452,-44.49625941,234.04004914,-3.36027313,8.41100452,-3.36027313,191.03358419,0.06771832,-0.64599132,0.60974970,-0.64599132,25.42555611,-19.08989433,0.60974970,-19.08989433,26.44634012
0.51313968,0.05871542,0.30567629,-0.22706893,0.36401037,0.00891769,278.31944266,-46.50461777,8.79638637,-46.50461777,231.56682151,-3.70227909,8.79638637,-3.70227909,188.60079696,0.07950783,-0.83940686,0.77387294,-0.83940686,25.45018380,-19.02443126,0.77387294,-19.02443126,26.23711058
0.51086844,0.06242050,0.30575698,-0.22722526,0.37725259,0.00719712,276.70962312,-48.53632143,9.16860559,-48.53632143,229.06899665,-4.06410630,9.16860559,-4.06410630,186.23391815,0.09628639,-1.05646892,0.95061181,-1.05646892,25.38827199,-18.90759383,0.95061181,-18.90759383,25.97394016
0.50859517,0.06626047,0.30582024,-0.22747408,0.39092160,0.00544529,275.06358867,-50.58930219,9.52545547,-50.58930219,226.54814932,-4.44564733,9.52545547,-4.44564733,183.93545249,0.11908895,-1.29460968,1.13591425,-1.29460968,25.25013984,-18.74615905,1.13591425,-18.74615905,25.66637841
